0, 1862, 1514
1, 1330, 1740
2, 1258, 1708
3, 1234, 1726
4, 1234, 1752
5, 1244, 1810
6, 1228, 1860
7, 1230, 1624
8, 1228, 1618
9, 1224, 1856
10, 1226, 1858
11, 1226, 1826
12, 1224, 4174
13, 1224, 1838
14, 1226, 1826
15, 1224, 13814
16, 1230, 1756
17, 1230, 1988
18, 1226, 1996
19, 1230, 1972
20, 1230, 1984
21, 1230, 1992
22, 1230, 1972
23, 1230, 1744
24, 1230, 1738
25, 1230, 1982
26, 1232, 2068
27, 1228, 1988
28, 1232, 2002
29, 1228, 1988
30, 1236, 2002
31, 1228, 1756
32, 23962, 1742
33, 1242, 1980
34, 1224, 1990
35, 1236, 2012
36, 1234, 1962
37, 1224, 2006
38, 1236, 2012
39, 1232, 1744
40, 1230, 1728
41, 1238, 1958
42, 1230, 1992
43, 1234, 1962
44, 1228, 1958
45, 1230, 1986
46, 1238, 1986
47, 1228, 1772
48, 1226, 1726
49, 1228, 1972
50, 1228, 1984
51, 1228, 1978
52, 1226, 1972
53, 1240, 1968
54, 1242, 1988
55, 1244, 1734
56, 1244, 1724
57, 1230, 1996
58, 1228, 1996
59, 1232, 1998
60, 1230, 1996
61, 1230, 1998
62, 1230, 1984
63, 1230, 1750
