100, 82924, 60890
200, 347922, 183582
300, 713736, 430180
400, 1317206, 720136
500, 1842312, 1233424
600, 2673272, 1648866
700, 3579102, 2316510
800, 9061440, 2953872
900, 6424930, 4495100
1000, 7866612, 5546890
1100, 9550266, 7790184
1200, 12053430, 8363390
1300, 13487126, 11121306
1400, 15952556, 11628002
1500, 18081820, 14882060
1600, 44385094, 15352926
1700, 23206498, 19090168
1800, 26468700, 19296716
1900, 28993216, 23865384
2000, 34048520, 23853564
2100, 36002734, 29454782
2200, 39912984, 29711176
2300, 44178128, 37115692
2400, 85265358, 34504618
2500, 50686146, 41502692
2600, 55584834, 40464204
2700, 59178760, 48591938
2800, 67362404, 47132870
2900, 69507992, 56626922
3000, 74350970, 53529844
3100, 78185208, 63770066
