100, 81912, 64478
200, 297470, 186430
300, 680066, 460352
400, 1227658, 803452
500, 1825254, 1435204
600, 2669250, 1852826
700, 3577556, 2534802
800, 9037630, 3189754
900, 6422232, 4707436
1000, 8073560, 5899772
1100, 9782340, 7975390
1200, 12022682, 8528046
1300, 13494408, 11301738
1400, 15949682, 11819810
1500, 18094930, 15037122
1600, 41398272, 15510576
1700, 23431862, 19248442
1800, 26458196, 19648438
1900, 28986586, 24039430
2000, 34468478, 23887764
2100, 35983832, 29608764
2200, 39686056, 29015948
2300, 44327862, 35337536
2400, 84775854, 34586212
2500, 51300132, 41849414
2600, 56281934, 40680114
2700, 58975868, 48874116
2800, 67273992, 47535426
2900, 69532356, 56839136
3000, 77228392, 53628236
3100, 77780348, 64544260
