0, 1898,  544
1, 1428,  514
2, 1344,  516
3, 1374,  514
4, 1364,  528
5, 1360,  520
6, 1366,  510
7, 1332,  520
8, 1330,  524
9, 1356,  508
10, 1336,  510
11, 1346,  508
12, 1356,  506
13, 1348,  514
14, 1358,  516
15, 1368,  514
16, 1344,  514
17, 1342,  508
18, 13374,  508
19, 1232,  510
20, 1232,  506
21, 1236,  506
22, 1236,  508
23, 1240,  506
24, 1230,  504
25, 1290,  508
26, 1270,  506
27, 2020,  508
28, 2010,  504
29, 1950,  508
30, 1980,  504
31, 2012,  506
32, 1900,  510
33, 1990,  506
34, 2048,  508
35, 1996,  502
36, 2006,  508
37, 2048,  506
38, 1990,  508
39, 1988,  502
40, 1878,  508
41, 1982,  508
42, 1972,  506
43, 2038,  508
44, 2028,  504
45, 2038,  502
46, 1970,  508
47, 2032,  508
48, 1890,  508
49, 2034,  508
50, 2040,  504
51, 2036,  506
52, 1974,  508
53, 2012,  508
54, 2062,  506
55, 1974,  510
56, 1904,  508
57, 2022,  504
58, 1988,  504
59, 2024,  506
60, 2014,  508
61, 1982,  508
62, 2030,  508
63, 2006,  506
