32, 1524, 702, 704, 750, 776, 772
64, 814, 642, 702, 772, 756, 822
96, 814, 628, 680, 710, 792, 754
128, 886, 650, 702, 692, 696, 748
160, 966, 670, 720, 682, 706, 750
192, 1048, 682, 744, 686, 716, 722
224, 1130, 690, 762, 692, 708, 728
256, 1212, 704, 784, 700, 718, 728
288, 1294, 724, 804, 716, 728, 732
320, 1376, 742, 822, 710, 738, 734
352, 1450, 752, 842, 716, 750, 738
384, 1530, 772, 864, 722, 758, 740
416, 1612, 784, 884, 724, 768, 744
448, 1696, 810, 906, 732, 778, 744
480, 1778, 818, 926, 736, 790, 748
512, 1860, 840, 946, 770, 798, 730
544, 1950, 862, 966, 768, 810, 732
576, 2022, 866, 988, 772, 820, 742
608, 2102, 886, 1008, 778, 830, 742
640, 2186, 892, 1028, 758, 840, 746
672, 2266, 916, 1048, 762, 850, 750
704, 2348, 936, 1068, 768, 860, 750
736, 2430, 948, 1090, 772, 870, 746
768, 2524, 970, 1110, 778, 882, 750
800, 2592, 974, 1132, 780, 892, 752
832, 2676, 998, 1150, 786, 900, 754
864, 2756, 1018, 1170, 796, 910, 758
896, 2838, 11286, 1192, 800, 920, 760
928, 2920, 1060, 1212, 806, 950, 760
960, 3000, 1072, 1232, 806, 944, 2520
