5, 2368, 508392, 2203, 11685
10, 5414, 12168, 5738, 15555
15, 23767, 14094, 22453, 24127
20, 50958, 20851, 47786, 37479
25, 93571, 34758, 86205, 66855
30, 154890, 51080, 141267, 99417
35, 238665, 73076, 218790, 143420
40, 348408, 98913, 319363, 198057
45, 487472, 141951, 443516, 303688
50, 672058, 184773, 598431, 385063
55, 867114, 260690, 796629, 495126
60, 1141351, 298515, 1015106, 615139
65, 1424113, 398775, 1284084, 811454
70, 1717902, 490399, 1724950, 982090
75, 2138284, 569919, 2094166, 1185703
80, 2582013, 668458, 2539162, 1390928
85, 3045276, 844200, 2900530, 1891756
90, 3671100, 977234, 3282591, 2169309
95, 4224747, 1120784, 3839421, 2548731
100, 5007488, 1278892, 4466480, 2910124
105, 5657511, 1542528, 5509562, 3296278
110, 6536736, 1718416, 6141229, 3665116
115, 7434288, 1950530, 6713240, 4393634
120, 8455136, 2164143, 7921753, 5061837
125, 9439326, 2527095, 8944927, 5481262
130, 10707994, 2869074, 9765126, 6142042
135, 11962076, 3379690, 11347516, 7096309
140, 13263397, 3734053, 12290223, 7414344
145, 14918749, 3925342, 13716712, 8720636
150, 16341717, 4252798, 15359079, 9266238
