200, 227533, 292042
400, 849037, 1042435
600, 1833951, 2211025
800, 3268878, 4349500
1000, 5140337, 7407609
1200, 7425266, 11012566
1400, 10095878, 15753925
1600, 13162481, 20640716
1800, 16675844, 25790938
2000, 20578731, 31137504
2200, 24874752, 38136263
2400, 29642901, 46281725
2600, 34831772, 53943157
2800, 40372857, 62804226
3000, 46437917, 70646191
3200, 52679224, 85679585
3400, 59532855, 91169741
3600, 66670329, 104803764
3800, 74308037, 113581842
4000, 82319257, 137013824
4200, 90737109, 145741279
4400, 99595592, 162347972
4600, 108935037, 177088405
4800, 118535580, 195803141
5000, 128657677, 207676669
5200, 139114878, 225252624
5400, 150042072, 239811188
5600, 161398820, 265197866
5800, 173066410, 283013744
6000, 185138235, 299201076
6200, 197844562, 329454497
6400, 210693304, 1058392744
6600, 224569355, 359063469
6800, 238508165, 386367141
7000, 252140078, 405007758
7200, 266613694, 438296276
7400, 281813271, 458581816
7600, 297193217, 495732953
7800, 313066736, 545049758
8000, 329257848, 1213152745
8200, 345955934, 681448175
8400, 363149247, 610464577
8600, 380576679, 667480412
8800, 398468196, 668464304
9000, 416770781, 679837112
9200, 435535768, 713426894
9400, 454676741, 742667170
9600, 474161010, 2355939407
9800, 494288875, 797694396
10000, 514388672, 830178670
10200, 535112836, 895980064
10400, 556880533, 930980684
10600, 578485957, 1302774939
10800, 600558352, 1401061398
11000, 623023156, 1788892729
11200, 645999811, 3544119985
11400, 669558268, 2313605158
11600, 693475416, 2417110086
11800, 717625771, 2861342145
12000, 742324380, 3509898127
12200, 767580307, 3551545148
12400, 793362614, 3685339801
12600, 821681225, 4092846053
12800, 845831457, 6052998822
13000, 875646624, 4672334521
13200, 901711716, 5019127731
13400, 929654779, 5280333583
13600, 954503877, 7291227255
13800, 983108346, 5937294005
14000, 1013415904, 6770647500
14200, 1043447614, 6899719586
14400, 1070727192, 10545811353
14600, 1100509545, 7723497716
14800, 1130848174, 8655174753
15000, 1162035696, 8566374118
15200, 1193174987, 11867360651
15400, 1224638044, 9544893872
15600, 1257070046, 10624513336
15800, 1289632593, 10532469090
16000, 1322351218, 13423150699
