
 Hello World -- Transpose 

size,   ij,   ji, block = 10
100, 180202, 127060
200, 583760, 651678
300, 4913808, 4703712
400, 12837480, 12453354
500, 24997264, 35298900
600, 37123830, 38215186
700, 50597918, 51762410
800, 67070798, 66596816
900, 85522900, 84722818
1000, 107443774, 117331092
1100, 129194876, 130207464
1200, 155303320, 155961972
1300, 185932872, 187503352
1400, 215725486, 241495864
1500, 258883050, 246518144
1600, 286624220, 306171282
1700, 322791208, 320862176
1800, 356987850, 368679048
1900, 408522766, 407726874
2000, 450631526, 453285566
2100, 496448300, 507179948
2200, 552252944, 547230386
2300, 611460634, 613935566
2400, 674740532, 695633076
2500, 725784684, 740107120
2600, 774836004, 807268618
2700, 857116672, 859147170
2800, 922124914, 947643798
2900, 1012977466, 1007424108
3000, 1136086048, 1096854052
3100, 1153810058, 1236422582
