
 Hello World -- Transpose 

size,   ij,   ji, block = 10
100, 3958436, 673030
200, 913418, 450576
300, 5326200, 4996424
400, 13485458, 12728012
500, 24954924, 25337758
600, 36757924, 38076740
700, 50278208, 53023520
800, 66918636, 74510798
900, 86738196, 88063532
1000, 107128186, 107184718
1100, 132503748, 130446290
1200, 156559346, 160028534
1300, 187530584, 185502774
1400, 215805488, 222214190
1500, 263360974, 260506210
1600, 293723828, 304281546
1700, 317052494, 326188204
1800, 364482568, 386590034
1900, 406948108, 413556704
2000, 474678462, 456142226
2100, 499611712, 500990360
2200, 545687862, 550305380
2300, 608099536, 617806552
2400, 682028096, 701002224
2500, 736974718, 743195328
2600, 780804098, 826029024
2700, 852353536, 900641642
2800, 927542946, 953473518
2900, 987107012, 1005575840
3000, 1065128484, 1086441796
3100, 1157300404, 1168501064
